273158,0.050239488
273302,0.016319202
273402,0.006584577
273403,0.001820959
273404,0.000610803
273405,0.000799114
273406,0.003773872
273408,0.000180195
273409,0.009442193
273410,0.002729405
273411,0.000734875
273425,0.026716964
273446,0.002140646
273447,0.025912129
273448,0.022661434
273449,0.01172582
273450,0.032182646
273492,0.012131444
273493,0.010494603
273494,0.008433105
273502,0.046801369
273503,0.025345338
273554,0.026672371
273555,0.012154366
273725,0.154652659
273728,0.004896774
273730,0.086490173
274094,0.009734586
274146,0.005371934
274157,0.039360199
274159,0.003561326
274160,0.017146093
274161,0.042175325
274172,0.005248557
274198,0.010904619
274199,0.064926031
274200,0.060542575
274240,0.009821998
274241,0.124740373
274244,0.057755968
274250,0.094770694
274251,0.065222033
274283,0.000349872
274284,0.029982866
274286,0.021667949
274314,0.009513723
274315,0.066474722
274316,0.130421464
274317,0.000301284
274319,0.027302058
274335,0.142702398
274336,0.001741816
274337,0.001781505
274338,0.088970991
274339,0.010806227
274344,0.070541168
274345,0.017733285
274382,0.007428113
274387,0.058230925
274388,0.254143128
274420,0.028085763
274421,0.053901679
274422,0.277137366
274440,0.063546059
274441,0.063938477
274442,0.098981812
274954,0.00096418
274955,0.004770955
274968,0.193775923
274969,0.126581146
274970,0.004298672
274971,0.097616536
274998,0.113023752
274999,0.162759023
275000,0.015808374
275001,0.197660421
275059,0.006094489
275066,0.018301981
275067,0.071046
275068,0.142426185
275073,0.06816658
275074,0.075957763
275124,0.056104012
275125,0.149289555
275282,0.014753424
275283,0.022215008
275284,0.012326314
275290,0.002653992
275291,0.051239143
275292,0.015533065
275293,0.024911715
275309,0.081968831
275310,0.221971321
275311,0.10714349
275319,0.024399049
275337,0.06831828
275338,0.075039556
275344,0.050206595
275345,0.059317081
275370,0.051557454
275371,0.0940416
275375,0.205471795
275376,0.323163897
275657,0.018470904
275658,0.059231597
275659,0.00317127
275761,0.001667386
275767,0.000714022
275772,0.010203603
275773,0.001181465
275774,0.055058509
275776,0.023256087
275777,0.047914975
275778,0.045726822
275782,0.099533422
275832,0.072628756
275833,0.046318904
275834,0.05193591
275835,0.002069231
275836,0.184634626
275837,0.083442436
275847,0.198947362
275886,0.007581469
275890,0.23522005
275911,0.073191363
275912,0.051914263
275913,0.07663494
275918,0.049710246
275920,0.0612531
275921,0.002689975
275923,0.015903367
275931,0.010912847
275963,0.019553295
276092,0.014768385
276097,0.099405228
276242,0.268748623
276243,0.077814285
276244,0.132488999
276282,0.205622215
276283,0.166967552
276315,0.034051453
276317,0.026316937
